Simulation Time,No of Clients,Total Requests,Hop Reduction,Cache Hit Ratio,Latency
2025-01-30 23:46:58,8,6,0.0,0.0,0.0023671014099406816
2025-01-30 23:46:58,8,16,0.0,0.0,0.006144392633269772
2025-01-30 23:46:58,7,26,0.0,0.0,0.0014887684813794516
2025-01-30 23:46:58,8,34,0.0,0.0,0.0023512803073834233
2025-01-30 23:46:58,7,41,0.0,0.0,0.0009501502472376927
2025-01-30 23:46:58,8,50,0.0,0.0,0.0015655322522629294
2025-01-30 23:46:58,7,55,0.0,0.0,0.0011263341966633643
2025-01-30 23:46:58,7,65,0.0,0.0,0.0015086018749109861
2025-01-30 23:46:58,6,68,0.0,0.0,0.00048317284934066207
2025-01-30 23:46:58,8,76,0.0,0.0,0.0003141622362291629
2025-01-30 23:46:58,7,83,0.0,0.0,0.0005495334526150254
2025-01-30 23:46:58,8,89,0.0,0.0,0.0006025681684033644
2025-01-30 23:46:58,7,92,0.0,0.0,0.0009277625034485873
2025-01-30 23:46:58,8,97,0.0,0.0,0.0004112967586043334
2025-01-30 23:46:58,7,103,0.0,0.0,0.0006225475557198784
2025-01-30 23:46:58,6,110,0.0,0.0,0.00023353568633525547
2025-01-30 23:46:58,8,116,0.0,0.0,0.0005659010004925144
2025-01-30 23:46:58,7,126,0.0,0.0,0.0004982851098866719
2025-01-30 23:46:58,6,135,0.0,0.0,0.0003981211046593006
2025-01-30 23:46:58,6,142,0.0,0.0,0.0006379374424053224
2025-01-30 23:46:58,8,148,0.0,0.0,0.0005550168574548036
2025-01-30 23:46:58,7,158,0.0,0.0,0.000454974995044634
2025-01-30 23:46:58,8,168,0.0,0.0,0.0002481957728841956
2025-01-30 23:46:58,6,175,0.0,0.0,0.00019360439091545392
2025-01-30 23:46:58,5,183,0.0,0.0,0.0005036173948959105
2025-01-30 23:46:58,6,190,0.0,0.0,0.00036374327340053597
2025-01-30 23:46:58,5,197,0.0,0.0,9.333763316536191e-05
2025-01-30 23:46:58,8,202,0.0049504950495049506,0.49504950495049505,0.0002654619954286148
2025-01-30 23:46:58,7,210,0.004761904761904762,0.4761904761904762,0.0003946350276428591
2025-01-30 23:46:58,8,220,0.004545454545454545,0.45454545454545453,0.0003422142899907422
2025-01-30 23:46:58,6,226,0.004424778761061947,0.4424778761061947,0.00019742602546858197
2025-01-30 23:46:58,8,233,0.004291845493562232,0.4291845493562232,0.00042171778793463806
2025-01-30 23:46:58,8,236,0.00423728813559322,0.423728813559322,6.230387927578074e-05
2025-01-30 23:46:58,7,241,0.008298755186721992,0.8298755186721992,0.0002077004786312337
2025-01-30 23:46:58,6,247,0.008097165991902834,0.8097165991902834,0.0003496439751301307
2025-01-30 23:46:58,7,254,0.007874015748031496,0.7874015748031495,9.047048316369776e-05
2025-01-30 23:46:58,5,261,0.007662835249042145,0.7662835249042145,0.00024385279773790955
2025-01-30 23:46:58,7,268,0.011194029850746268,1.1194029850746268,0.00014141536761859964
2025-01-30 23:46:58,7,274,0.010948905109489052,1.094890510948905,0.0002765404883716968
2025-01-30 23:46:58,7,281,0.010676156583629894,1.0676156583629894,0.0003209817210763898
2025-01-30 23:46:58,8,288,0.010416666666666666,1.0416666666666665,0.00030222827731795254
2025-01-30 23:46:58,7,295,0.010169491525423728,1.0169491525423728,0.00018898982823482431
2025-01-30 23:46:58,6,304,0.009868421052631578,0.9868421052631579,0.0003126562033515923
2025-01-30 23:46:58,8,312,0.01282051282051282,1.282051282051282,0.00017001706993517428
2025-01-30 23:46:58,8,319,0.012539184952978056,1.2539184952978055,0.00020464699202704531
2025-01-30 23:46:58,8,323,0.01238390092879257,1.238390092879257,0.0002332445700432456
2025-01-30 23:46:58,7,332,0.015060240963855422,1.5060240963855422,0.00011480201129684614
2025-01-30 23:46:58,5,340,0.014705882352941176,1.4705882352941175,4.282737933058744e-05
2025-01-30 23:46:58,7,348,0.014367816091954023,1.4367816091954022,5.4936360992931013e-05
2025-01-30 23:46:58,8,351,0.014245014245014245,1.4245014245014245,0.0002721137007373647
2025-01-30 23:46:58,8,356,0.014044943820224719,1.4044943820224718,0.0001007204406398019
2025-01-30 23:46:58,7,361,0.013850415512465374,1.3850415512465373,0.0001344858272813929
2025-01-30 23:46:58,7,371,0.013477088948787063,1.3477088948787064,0.00019207433550126303
2025-01-30 23:46:58,8,376,0.013297872340425532,1.3297872340425532,7.19711030324938e-05
2025-01-30 23:46:58,8,386,0.012953367875647668,1.2953367875647668,0.00018147044069538224
2025-01-30 23:46:58,8,392,0.015306122448979591,1.530612244897959,0.00018619002377973242
2025-01-30 23:46:58,8,397,0.015113350125944584,1.5113350125944585,8.34551064100499e-05
2025-01-30 23:46:58,8,402,0.014925373134328358,1.4925373134328357,2.6748810775805856e-05
2025-01-30 23:46:58,6,412,0.01699029126213592,1.6990291262135921,0.00024011253085959804
2025-01-30 23:46:58,7,416,0.016826923076923076,1.6826923076923077,9.924038753642276e-05
2025-01-30 23:46:58,8,422,0.018957345971563982,1.8957345971563981,0.00012961701759061397
2025-01-30 23:46:58,7,425,0.018823529411764704,1.8823529411764703,5.4098645091752324e-05
2025-01-30 23:46:59,8,430,0.018604651162790697,1.8604651162790697,8.824490390624841e-05
2025-01-30 23:46:59,6,440,0.01818181818181818,1.8181818181818181,7.227853246049623e-05
2025-01-30 23:46:59,8,446,0.017937219730941704,1.7937219730941705,0.00017282070300739526
2025-01-30 23:46:59,8,455,0.017582417582417582,1.7582417582417582,8.786115187554628e-05
2025-01-30 23:46:59,8,463,0.017278617710583154,1.7278617710583155,0.0002034554000978589
