Content,ID
cat_image19.jpg,110
cat_image49.jpg,143
cat_image9.jpg,149
dog_image18.jpg,159
cat_image46.jpg,140
cat_image28.jpg,120
cat_image38.jpg,131
cat_image24.jpg,116
cat_image45.jpg,139
dog_image31.jpg,174
dog_image38.jpg,181
dog_image37.jpg,180
dog_image7.jpg,197
dog_image44.jpg,188
dog_image4.jpg,183
